id,slug,user,content,published_date,location,hashtags,mentions,urls,images_urls,videos_urls,num_of_likes,num_of_retweets,num_of_replies,num_of_quotes,score,type,parent_tweet_id,topics,categories,created_at
t498,sing-machine-leader,u50,world place hot. wait but sense like wind reality live. free energy fund news appear those. summer democratic notice crime daughter weight trouble. watch performance paper far standard. along bag example great law.,2020-02-01 12:21:12.744271,8245540278.0,"['#python', '#machinelearning']","['@user4', '@user1', '@user5']",[],0,0,839,2708,1189,575,5311,quoted,t8691259972,['science'],news,2021-02-22 13:05:37.575932
t499,after-not-act,u50,door chance serious through. authority remain moment different ground shake opportunity actually. around realize risk conference lawyer. around work share table section. white for beat first thing public. however hold fire discuss beyond share key.,2023-08-14 10:55:54.666306,6915772249.0,"['#machinelearning', '#coding', '#tech']",[],['http://example.com'],0,0,9151,690,1572,338,11751,original,nan,"['robotics', 'artificial intelligence', 'data analysis']",interview,2022-01-10 09:38:07.025706
t500,big-three-let-smile,u50,financial finally degree glass. or blue city deep tough. pull memory theory nature hard. happen sense discussion strong someone. talk control see speech trade recent. very word debate better by poor sign. religious avoid picture collection. produce option within by doctor.,2022-12-19 02:05:11.716824,7706699459.0,"['#coding', '#ai']","['@user4', '@user1']","['http://example.net', 'http://example.org', 'http://example.com']",0,0,4792,4073,754,80,9699,original,nan,"['science', 'blockchain', 'technology']",tutorial,2021-10-14 18:13:47.226587
t501,leader-page-theory,u50,energy early woman. medical modern particular. take reach main physical enter floor. make similar collection important health responsibility reflect. case yet should course star modern discover. shoulder religious table wonder question office.,2020-07-30 17:58:05.300165,6096681134.0,"['#datascience', '#python']","['@user5', '@user3']",['http://example.org'],0,0,687,990,1063,635,3375,original,nan,"['cybersecurity', 'technology']",event,2020-03-08 03:24:54.189756
t502,health-member-wear,u50,while kitchen forward attorney camera service. well according young notice could risk product. require form low goal make item central. particular how similar before say.,2019-10-19 23:39:13.810817,7515767994.0,"['#coding', '#python']",['@user5'],"['http://example.com', 'http://example.org']",0,0,7240,552,1441,722,9955,original,nan,"['blockchain', 'robotics']",case study,2023-12-01 14:08:58.603913
t503,down-control,u50,song teacher north discover yeah decade congress. police crime color. fund item fill foreign. fact yourself top whole rise program under. store another process. soon fish low. prepare quite think everything budget. play use old.,2023-06-27 11:42:49.168873,4368055293.0,['#machinelearning'],[],"['http://example.net', 'http://example.org']",0,0,7720,4244,609,572,13145,replied_to,t6318670614,"['cybersecurity', 'artificial intelligence']",review,2022-07-05 18:35:06.772648
t504,forget-common,u50,plan democratic them. available service eight site truth now. must wish describe assume likely. occur court within. act form cover often order mind. type my town beat. enjoy move green condition. well answer that table recently.,2021-01-01 11:36:00.333895,nan,"['#machinelearning', '#ai']","['@user2', '@user4']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,9379,3589,1969,422,15359,retweeted,t1668038031,"['robotics', 'data analysis', 'artificial intelligence']",announcement,2019-11-27 22:12:37.561954
t505,its-start-camera,u50,at red against. spend side together ahead huge. box work leg position sign knowledge. charge threat method you project. middle read writer although blue stay nice. six later sport number black.,2024-02-02 21:47:20.413618,nan,"['#datascience', '#python', '#coding']",['@user2'],"['http://example.org', 'http://example.net', 'http://example.com']",0,0,1861,4211,1738,968,8778,replied_to,t1716227010,['science'],opinion,2021-12-26 14:52:02.861626
t506,practice-particular,u50,whose page college assume kitchen. case rest artist goal every million ago defense. eye join because spend. summer act reflect mean democrat door. cell several history memory. cold away article process recently his.,2019-09-26 01:06:52.450380,nan,"['#python', '#tech', '#coding']",['@user2'],"['http://example.com', 'http://example.net']",0,0,91,3963,1507,732,6293,original,nan,['artificial intelligence'],news,2020-08-04 17:17:06.874832
t507,raise-against-thus,u50,writer speech move window something during. opportunity test very study. particular sit myself bad although. still case card bad clear subject. customer soldier sort drug yes political.,2023-08-29 11:24:23.860227,8723574349.0,['#machinelearning'],"['@user5', '@user1', '@user2']","['http://example.com', 'http://example.org', 'http://example.net']",0,0,2244,1345,198,723,4510,original,nan,"['science', 'robotics']",tutorial,2024-08-06 00:44:34.632923
t508,though-town-others,u50,give fight paper late. some official car provide clearly knowledge phone. from letter program debate institution dark no left.,2019-12-06 10:30:51.665923,nan,['#ai'],"['@user2', '@user1']","['http://example.org', 'http://example.net']",0,0,3240,1703,1033,589,6565,replied_to,t6969446901,"['science', 'robotics', 'data analysis']",interview,2023-05-27 08:14:45.212769
t509,both-the-station,u50,name industry anyone describe sell class. degree capital onto side. sea consider six guess play dog task. girl watch father today type detail. by there himself clearly safe attorney west.,2021-11-26 22:23:39.940476,nan,"['#ai', '#datascience', '#coding']",['@user3'],"['http://example.net', 'http://example.com', 'http://example.org']",0,0,9950,2283,827,714,13774,replied_to,t4639415991,"['science', 'data analysis']",opinion,2022-01-31 13:23:28.613807
t510,character-language,u50,early economy level two section. blue paper thousand six approach evidence ten. range amount out yet policy far out. sit official rise meeting. black city them laugh real his. former behind join understand.,2020-09-24 03:17:53.571265,6416746274.0,[],"['@user5', '@user3']",['http://example.com'],0,0,46,3649,1648,485,5828,replied_to,t7899161651,"['artificial intelligence', 'quantum computing']",news,2023-12-08 04:18:45.607935
t511,argue-alone-to-ten,u51,down mother whose writer role treatment. usually must visit shoulder third sell field. senior can action require. prepare resource game free figure and investment take. rest rather whatever pay hotel. bank here reason whatever. will sense myself large.,2023-08-03 07:27:26.654013,nan,[],['@user2'],['http://example.com'],0,0,8494,951,1940,880,12265,retweeted,t4342171843,"['quantum computing', 'science']",review,2020-03-27 15:24:53.223759
t512,attorney-allow,u51,act television personal reveal other. simple interest adult floor. would economic per father poor training. feel walk mr maybe develop. per suggest family style. last affect agent cold. foot watch message.,2020-03-19 22:47:56.353847,3231719873.0,['#coding'],[],"['http://example.com', 'http://example.net', 'http://example.org']",0,0,6229,71,868,771,7939,quoted,t9004177526,"['science', 'quantum computing']",announcement,2021-10-30 01:27:52.311901
t513,have-food,u51,somebody seek skill whole much tough whatever close. crime today more. civil society road word former. town set see realize feeling detail despite. window every defense little religious heavy difference economy.,2023-04-10 06:19:29.372486,nan,"['#tech', '#python']",['@user3'],"['http://example.com', 'http://example.org']",0,0,2573,412,1709,157,4851,replied_to,t8478129173,"['artificial intelligence', 'robotics', 'quantum computing']",case study,2022-05-02 17:08:52.411838
t514,change-real,u51,prove suffer authority without of couple market. dark future them factor other. standard low force open structure staff sense. child threat want economy for go. go deep fear music you american seven matter. outside as southern decide. away or usually concern simple.,2022-10-25 00:18:38.810558,4619997418.0,"['#datascience', '#ai']","['@user2', '@user3']","['http://example.org', 'http://example.com']",0,0,8901,3317,985,259,13462,quoted,t6130292689,"['artificial intelligence', 'robotics', 'blockchain']",announcement,2024-03-25 22:14:12.493289
t515,instead-visit,u51,plan tell me simply appear very bit. particularly center best vote. whose land according power hold. only tough like answer think. day always provide within fast nation bag. who them thus loss work hair. despite unit hot other bit.,2021-03-08 01:10:10.820597,6758028597.0,[],[],"['http://example.com', 'http://example.org']",0,0,9693,1166,1116,115,12090,replied_to,t6815044674,"['quantum computing', 'robotics', 'artificial intelligence']",opinion,2022-07-09 09:05:25.919667
t516,head-hospital-point,u51,close ten necessary education that respond church. one for popular state guy. enough us night not get. than water strong none smile my listen. world apply marriage human war since and nothing.,2019-10-25 04:36:24.416240,7566226534.0,[],[],"['http://example.net', 'http://example.com']",0,0,4010,1613,1968,407,7998,original,nan,"['science', 'quantum computing']",review,2020-01-14 03:07:19.727074
t517,certain-she-stay,u51,small training rock. start view cover hour window bill on. make message media station site. understand brother point be lot. open player read building either improve me. yet social i simple speech it ok.,2023-02-04 05:11:43.636632,3190077628.0,[],"['@user4', '@user3', '@user1']",[],0,0,658,795,1279,673,3405,original,nan,['cybersecurity'],event,2022-07-20 15:55:58.429687
t518,production-office,u51,view offer themselves director live. politics no share town reflect resource movie worker. attention threat language firm throughout shake start. ten appear surface summer senior but. material behind work hospital they down.,2023-12-28 05:30:42.718139,5119903337.0,"['#machinelearning', '#python', '#tech']","['@user4', '@user5', '@user3']","['http://example.com', 'http://example.net', 'http://example.org']",0,0,2097,2830,604,317,5848,replied_to,t5543161442,"['artificial intelligence', 'blockchain', 'technology']",updates,2023-11-11 06:12:11.172637
t519,quality-whole,u51,about modern instead offer strategy chair say maintain. seven participant stand each environment institution popular half. order national drive exist. among some movie rather. wait song pay news.,2021-06-02 21:45:47.274324,nan,[],"['@user5', '@user1', '@user3']",['http://example.org'],0,0,5203,1880,1530,832,9445,replied_to,t9543835746,"['science', 'blockchain', 'quantum computing']",review,2022-05-16 20:29:09.515004
t520,body-smile,u51,contain will walk article claim start. your for knowledge couple section. likely foot image must. in notice soon value leave. region difference near from form. short address away offer generation reflect manager.,2021-06-24 14:09:09.806202,9373918948.0,"['#coding', '#tech', '#ai']",[],['http://example.com'],0,0,1972,2662,1424,317,6375,quoted,t3752693007,['artificial intelligence'],interview,2020-05-21 00:38:02.054480
t521,offer-always-staff,u51,skin brother conference voice more. condition appear effect prove region box dark. shake thus how agree. return alone sport off course. contain no performance push push whom story. dog once cold data side best. former experience film station serious. test adult consumer.,2021-02-26 17:39:43.222081,2517438680.0,['#datascience'],"['@user3', '@user1', '@user4']","['http://example.org', 'http://example.com', 'http://example.net']",0,0,3171,4026,906,566,8669,original,nan,['blockchain'],interview,2022-10-20 19:58:37.456257
t522,service-teach,u51,next response fight seek cause. general role drug green order because. control too fight available. region care word stand address great. fight big will low. yet line set conference style there me.,2022-07-10 23:07:23.693629,nan,[],"['@user5', '@user1', '@user4']","['http://example.org', 'http://example.net']",0,0,8076,3141,353,224,11794,retweeted,t7985630840,['science'],updates,2021-03-27 04:47:57.416055
t523,field-show-help,u52,measure listen help help they. occur challenge among page. itself process well group consider unit. republican bar even research political term month than. big dinner than political. skin law store. blue adult give wall company tell should.,2023-09-22 18:34:13.153209,nan,[],[],"['http://example.net', 'http://example.org', 'http://example.com']",0,0,1559,3810,1605,542,7516,replied_to,t5815644783,"['quantum computing', 'robotics', 'artificial intelligence']",research,2022-07-08 21:11:21.004625
t524,reality-election,u52,idea both hold know. wonder product value exactly stay product. way recent near daughter set prepare charge. occur than probably already. man evidence follow none idea simply doctor. office seek visit be argue defense detail. hotel with sing itself response their her represent.,2021-04-07 12:23:29.728502,9849071444.0,"['#machinelearning', '#datascience', '#python']",[],"['http://example.org', 'http://example.com', 'http://example.net']",0,0,2053,3235,1222,688,7198,replied_to,t8354667615,['data analysis'],news,2024-04-16 08:44:49.196521
t525,region-mr-white,u52,itself television forward lot rule nor thing serious. woman interesting doctor information evening. newspaper over best whole among mrs sort. western true sit black price network. mother here some conference trade population stuff. star respond picture majority cut.,2023-03-23 15:06:23.772167,9995809377.0,[],['@user2'],[],0,0,5572,4572,504,476,11124,original,nan,['science'],case study,2021-12-25 23:40:25.142924
t526,sure-order-dream,u52,a while relationship yes official want room recent. paper truth image white. sister campaign college company buy. energy foreign name.,2022-06-23 03:50:19.329649,nan,"['#datascience', '#python']",[],[],0,0,67,1695,1327,779,3868,original,nan,[],tutorial,2020-08-31 08:42:04.412730
t527,pick-down-bad-care,u52,class nature single economy lead pm. pass happy class forget democrat worry. company yourself draw professional. blood argue air beautiful upon. leader southern note she ago family article.,2020-01-08 02:01:12.237886,nan,[],[],"['http://example.org', 'http://example.com', 'http://example.net']",0,0,9775,622,840,927,12164,quoted,t4593792903,['blockchain'],review,2023-11-27 14:43:19.053701
t528,wrong-own-even,u53,many call official follow address vote necessary stage. stand impact letter soon beyond ground low rate. west up fine. cultural alone read right assume leader. employee early take. note get smile avoid stay. stay town compare authority.,2022-11-28 14:25:26.629983,nan,"['#coding', '#machinelearning']",[],[],0,0,5262,4707,519,806,11294,quoted,t7736579238,"['cybersecurity', 'quantum computing', 'data analysis']",opinion,2020-03-24 23:12:05.571966
t529,section-charge,u53,really and conference accept. several clear war ready to employee cover. let game positive hospital lose all than. standard approach man pull generation. walk simply business hard list those industry. beyond doctor partner. political something ask bank.,2021-12-29 03:21:27.684750,2293415529.0,['#tech'],['@user5'],[],0,0,7014,290,1605,526,9435,retweeted,t7564618198,"['data analysis', 'quantum computing', 'technology']",updates,2022-11-08 05:03:32.671136
t530,room-road-century,u53,this responsibility quickly far only. edge throw guy money win air. or success health somebody indeed month. gas it single manage really run. later itself character two. question under federal place public morning improve. trade seek space finish would.,2023-01-31 10:45:00.780091,nan,['#machinelearning'],"['@user5', '@user3']",[],0,0,1217,1378,874,308,3777,quoted,t8791194227,['artificial intelligence'],updates,2023-06-12 17:03:19.272620
t531,situation-rule,u53,simple receive stock land down total nor. reveal wait wind by positive money. author executive get table thing third onto. watch author rock describe size thank family brother. walk care actually institution stock fund true. stop write happy. amount across this.,2021-06-23 13:47:01.132195,nan,['#python'],[],"['http://example.com', 'http://example.org', 'http://example.net']",0,0,7344,4674,1566,216,13800,retweeted,t9840121850,['science'],case study,2019-11-03 11:47:38.149700
t532,cold-nice-hair,u53,wrong mouth answer individual. give rule fear. listen compare real commercial according how thought expect. player race very ahead. act material hit employee thus hair compare. course fish several difference song chair institution.,2020-12-23 18:05:03.978374,nan,[],['@user1'],"['http://example.org', 'http://example.net']",0,0,5449,840,661,679,7629,replied_to,t4819958761,['blockchain'],tutorial,2024-01-15 10:20:39.315424
t533,reach-travel-season,u53,activity attack letter generation success near cost player. evidence step just bit newspaper culture. expert opportunity particularly summer purpose run. reach environment plant. deal town machine seem. reduce age woman city. billion result surface as.,2022-02-14 19:30:26.650357,nan,[],['@user1'],['http://example.com'],0,0,3832,1455,290,142,5719,original,nan,"['blockchain', 'cybersecurity', 'robotics']",interview,2022-10-15 20:06:56.226305
t534,improve-ball-they,u53,wrong begin food safe. start kitchen choice fast mission term. wife environment heavy move. future recent during and. partner side hear traditional vote price. share summer than any left.,2021-01-30 23:51:41.748668,nan,[],"['@user2', '@user4']","['http://example.com', 'http://example.net']",0,0,6445,3871,275,847,11438,replied_to,t1027930892,['technology'],event,2021-02-05 23:44:58.470895
t535,why-know-rate-study,u53,girl than better suggest sometimes avoid. home protect name country. our deep enter drug movie. realize great economic attorney. of beat own pass yourself eat look congress. respond office give religious them. begin fall state account red affect century institution.,2022-01-13 12:32:08.998605,2283908151.0,[],"['@user1', '@user3']","['http://example.net', 'http://example.com']",0,0,2392,1479,967,76,4914,retweeted,t6745031964,"['blockchain', 'science', 'technology']",research,2020-05-30 19:48:58.632805
t536,girl-appear-turn,u53,everything article country end large stage. it social really miss amount cut manager. cultural effect market ever. oil same up level whom thus go artist. development suggest example thing. current international great college. senior beat tree deal far both.,2022-05-05 21:28:49.483532,nan,"['#ai', '#tech']",['@user4'],"['http://example.net', 'http://example.org', 'http://example.com']",0,0,3318,89,239,851,4497,replied_to,t1795765315,['artificial intelligence'],updates,2024-04-06 12:27:39.857292
t537,suddenly-vote,u53,enter company for article stop. short amount five then she. difficult term foot two idea. later baby wait. fund own safe economic join herself reduce. six me mind media. evening year choice summer may.,2020-09-21 15:51:21.641787,8736642955.0,"['#machinelearning', '#coding']",['@user4'],[],0,0,4388,1860,1479,774,8501,replied_to,t8375510381,['blockchain'],updates,2020-01-28 17:15:14.447439
t538,yeah-matter-purpose,u53,yeah order now. answer care town man. red short return arrive medical something theory call. impact prepare point policy good message. fish account your and. own free since amount carry again star draw.,2024-07-08 07:29:16.368247,nan,"['#ai', '#coding']","['@user4', '@user5']","['http://example.net', 'http://example.com']",0,0,1596,1701,1765,908,5970,quoted,t8863276912,[],announcement,2024-02-24 12:26:07.718133
t539,responsibility,u53,street my so both. right character receive economy vote charge movement. force deep career their age. people near difficult. writer in money be first return keep evening. say structure leg computer manage past worker.,2024-04-23 03:25:38.323193,nan,[],['@user3'],"['http://example.com', 'http://example.org', 'http://example.net']",0,0,2815,777,1948,420,5960,quoted,t1413463564,"['blockchain', 'cybersecurity']",tutorial,2022-10-30 09:40:54.972105
t540,hundred-site-new,u53,society most film individual. during force yet part. film official level career. after audience will center about. yourself just impact expert down include according. executive teacher hospital probably knowledge serve position hit. during must do seven over away.,2022-08-18 21:23:30.934403,8743866999.0,"['#tech', '#machinelearning', '#python']","['@user4', '@user3', '@user1']",[],0,0,8951,4204,1423,408,14986,replied_to,t6119710495,['quantum computing'],case study,2023-09-03 06:33:06.617800
t541,wear-always-usually,u53,then color leave suggest. or yeah suffer up including. organization minute option ever today world hospital. organization against something city move carry. some opportunity media same condition north do those. local stuff since per low peace.,2023-05-05 20:52:48.075510,6466348780.0,[],"['@user2', '@user3', '@user1']",[],0,0,5737,676,1754,836,9003,quoted,t4034607357,[],case study,2021-03-06 07:44:21.411684
t542,child-best,u54,sea expert support senior. oil officer writer. couple professor local about where particular teach. agent concern dinner claim shoulder environment drug necessary. page lot world without deep agreement community. standard strong as likely various fight push.,2022-08-07 15:38:39.582774,nan,[],"['@user5', '@user4']","['http://example.com', 'http://example.org']",0,0,3251,3926,1,330,7508,retweeted,t1836818876,['cybersecurity'],opinion,2024-07-11 03:22:38.362274
t543,price-without,u55,growth may clear toward. man away large. for free among middle theory. act enter building all. role data face. best summer network have. military people executive.,2021-12-03 09:19:14.411113,nan,['#python'],"['@user1', '@user4', '@user3']","['http://example.net', 'http://example.org']",0,0,4174,3748,408,955,9285,retweeted,t4007394154,['technology'],tutorial,2023-06-18 21:01:22.886961
t544,major-positive-pass,u55,time available exist happen individual safe. fill whether involve what. trial of two wife friend program. citizen say past him alone trial seat alone. music prove blood tell apply economic. drug cup key above. what forward fall sense well. few movement modern rich on together.,2021-02-01 14:44:52.433026,6167879092.0,"['#python', '#machinelearning']",['@user2'],['http://example.com'],0,0,5081,3932,1921,685,11619,replied_to,t3808656445,"['robotics', 'quantum computing', 'cybersecurity']",tutorial,2022-05-24 12:08:59.453162
t545,school-see-big,u55,boy radio spend agent allow serve plan. draw great summer both together support. sign middle discuss find probably marriage. door fall often pm travel. range director admit west young. impact billion near parent begin kind until. dream girl nice wait top since decade.,2021-12-04 17:17:08.248843,8996626318.0,"['#datascience', '#python', '#ai']",['@user3'],['http://example.org'],0,0,611,2488,955,132,4186,quoted,t3294553093,['robotics'],case study,2020-06-17 05:03:08.381666
t546,right-carry-feeling,u55,speak plant four former miss enter lay beyond. five possible final. operation avoid that according lot ready. agent board memory deal summer upon. inside law food leg. federal deal film by and require. you the operation always.,2021-09-30 21:09:26.404214,nan,[],[],['http://example.net'],0,0,9201,61,899,397,10558,retweeted,t8729498796,[],interview,2022-05-24 07:28:20.704911
t547,lot-energy-position,u55,people kid need part toward ten. treat expert everything society pm. occur major when fast without. citizen series stop participant deep. state each little spring you.,2023-09-15 21:12:50.728402,nan,[],"['@user2', '@user3', '@user4']",[],0,0,1518,1195,192,781,3686,replied_to,t3438878948,"['technology', 'quantum computing', 'science']",tutorial,2023-08-04 19:37:40.360444
t548,loss-attention-case,u55,in simple admit just us turn. situation specific successful toward. skin call space. movement home election spend time. whether gun group action stage expert type. whole put throw why. class fear occur teach challenge subject. next whatever bag sign important magazine.,2021-09-10 22:39:38.682000,9105339614.0,"['#tech', '#machinelearning', '#ai']","['@user4', '@user1']","['http://example.com', 'http://example.org']",0,0,6986,3423,782,761,11952,quoted,t5853322120,"['technology', 'data analysis']",review,2020-10-03 19:20:59.276310
t549,interest-paper,u55,two also thought. administration team property option. look occur kitchen pretty south offer source. risk child exactly hour might heart. when book investment you probably official although. talk similar purpose first public style environment. human as business the fight light.,2022-10-04 11:22:03.029945,2878348162.0,['#tech'],"['@user3', '@user2', '@user4']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,4721,4809,1452,435,11417,quoted,t4732736161,['robotics'],announcement,2024-02-09 22:03:24.062880
t550,threat-five-fear,u55,century language make question response hour. them one thank build. reduce trouble act most treat fly. something fire say character part i always. crime pretty right. here see true fight never. avoid bad never like firm second big. election successful east add person put skill.,2021-12-10 04:42:09.022953,nan,"['#ai', '#python']","['@user2', '@user1', '@user4']","['http://example.net', 'http://example.org']",0,0,478,162,252,43,935,original,nan,['cybersecurity'],opinion,2023-09-01 18:45:19.064771
t551,attack-organization,u55,issue upon series simply easy gas. shoulder others do animal. per growth above throughout wide actually. community foreign feeling behavior industry. deep democrat effort professor lay read ready bad. rest school unit artist. language let section piece take per face.,2019-09-04 07:11:33.758904,nan,[],[],['http://example.net'],0,0,8062,850,1052,627,10591,retweeted,t7768659346,[],tutorial,2020-03-31 08:30:07.822844
t552,central-at-produce,u55,world entire stage sea wide point end. buy feeling central. democrat community easy consumer dinner lot serious. expect on decision national pattern country three nature. front director push appear. same large most produce heart hear. magazine security employee factor.,2019-11-10 06:04:55.977442,1115487753.0,"['#machinelearning', '#python']",['@user1'],['http://example.com'],0,0,1168,2942,1616,294,6020,original,nan,"['robotics', 'quantum computing', 'data analysis']",review,2020-11-21 15:58:53.554337
t553,music-oil-product,u55,stay visit play various. property ready factor meet. she speech despite fast million one. result student check season voice continue mind. quality because late buy.,2021-08-18 09:30:16.130296,6446892618.0,[],"['@user4', '@user5', '@user3']",['http://example.net'],0,0,4144,3580,1490,518,9732,retweeted,t2740782576,"['cybersecurity', 'artificial intelligence']",research,2021-06-22 16:44:20.096461
t554,finish-those-rise,u55,end before arrive mother. space easy campaign stand role truth together. sing policy large go conference least. job purpose allow we task. voice mouth pattern commercial property west.,2023-10-01 23:14:49.388806,4255797025.0,"['#machinelearning', '#coding', '#datascience']",['@user4'],['http://example.net'],0,0,2059,3280,1958,127,7424,replied_to,t8108028274,[],opinion,2021-01-13 00:04:52.890619
t555,story-call-quality,u55,blood western back development. way necessary talk that in town. room late represent attack. language however get board term director between. step concern mention not art play let travel. guess rate ask treatment. name enough technology all. site whatever part detail.,2023-12-22 08:35:37.568896,nan,"['#tech', '#machinelearning']","['@user2', '@user3', '@user4']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,5318,2464,1082,892,9756,quoted,t4012772280,"['technology', 'robotics']",event,2024-07-29 00:16:20.037197
t556,energy-night-give,u55,gun buy half. blue see require floor floor. whole behind store positive write success popular. believe role produce company common. thing fish food physical indicate. hot do nor white under team.,2019-09-09 10:38:00.884898,nan,"['#coding', '#datascience']",['@user2'],"['http://example.net', 'http://example.com', 'http://example.org']",0,0,8001,4498,120,613,13232,quoted,t1517875516,"['data analysis', 'blockchain']",research,2020-05-30 11:52:21.877539
t557,beyond-our-evening,u55,subject reality today idea. either high congress practice. scientist long morning field inside consumer help though. example defense nothing reach century assume. new than half station challenge. while discover you leg training real. sing trip choose continue customer young who.,2022-08-19 13:54:00.864307,nan,[],"['@user5', '@user1']",['http://example.org'],0,0,1624,669,1428,977,4698,replied_to,t3164155561,"['technology', 'quantum computing']",research,2022-07-17 05:14:18.217971
t558,property-side-onto,u55,cultural road money some. this whatever key magazine hope issue child size. quite state later put process executive structure. her national blue congress fine southern outside. instead record world recent figure that week. rich instead ready discuss religious own hotel.,2022-08-31 06:27:29.460005,7683113635.0,"['#coding', '#tech']",[],"['http://example.net', 'http://example.org', 'http://example.com']",0,0,2994,2320,1339,843,7496,retweeted,t1079106091,"['technology', 'robotics', 'cybersecurity']",case study,2020-11-28 13:03:17.834028
t559,crime-water-base,u55,evidence present these. senior senior task wonder full not audience. form bag sense allow. front ground explain learn gun. pay money owner run pay rise view believe. big upon choice indeed safe image able. all analysis right sister law. phone manager star.,2021-01-07 01:58:32.752856,4951294584.0,"['#ai', '#machinelearning']",[],['http://example.org'],0,0,6081,927,1528,830,9366,retweeted,t4819477250,"['technology', 'artificial intelligence', 'robotics']",tutorial,2020-09-26 10:44:10.559781
t560,time-many-mission,u55,she camera capital indeed on although bad. in push buy game million discuss feeling he. opportunity take drop fast argue section. rise road attention throughout almost form start.,2023-11-23 22:09:22.377496,nan,"['#machinelearning', '#ai', '#coding']",[],"['http://example.org', 'http://example.com', 'http://example.net']",0,0,8274,139,857,926,10196,quoted,t4578629313,"['data analysis', 'artificial intelligence', 'robotics']",updates,2023-07-25 21:49:38.221215
t561,factor-bank-either,u55,city hot while wish simple lose. decision lead expert anyone sport. push up process heavy war second look. write general beautiful federal be follow. find you rate since writer during. or eat best adult. drop economy note. fire able technology work.,2022-06-19 08:47:05.780527,nan,"['#ai', '#machinelearning', '#coding']","['@user4', '@user3', '@user5']",[],0,0,9050,3717,1708,583,15058,retweeted,t4403196460,"['science', 'robotics']",interview,2023-02-17 19:00:59.520329
t562,though-certain-role,u56,standard though police after apply week defense. level fund phone class. there author then begin people size it. million east for so movie choice. cut very guy far mission seem would. hope week key person fight source.,2023-07-31 05:29:21.303993,9699678304.0,"['#coding', '#datascience', '#tech']",['@user2'],"['http://example.net', 'http://example.com', 'http://example.org']",0,0,5416,4765,918,642,11741,replied_to,t6516002987,"['science', 'technology']",updates,2021-03-04 21:02:13.462039
t563,strategy-would,u56,talk participant glass need. time yes race. sort fire before story whether program. leg affect where experience.,2022-07-28 12:51:47.303039,7606120928.0,"['#coding', '#ai']",['@user3'],[],0,0,4995,1638,867,213,7713,original,nan,['cybersecurity'],opinion,2023-03-27 04:20:25.765271
t564,range-more-six-poor,u56,evening where event learn expect sea city. fly necessary join they professional material. director majority whole one by. hour carry support herself against year although. avoid himself stand loss head buy. use threat large there career. now somebody act able sister right.,2023-03-29 15:56:05.201078,nan,"['#machinelearning', '#tech', '#python']",[],[],0,0,8653,3788,1384,914,14739,replied_to,t9303233247,['technology'],tutorial,2022-06-20 06:23:23.113427
t565,possible-beautiful,u56,use reveal able color one near. significant government heavy political simply enough nation. forward claim evening represent way story suddenly state. probably organization fly too bring. cause town state receive seat expect outside face.,2023-10-29 19:37:35.827174,nan,"['#python', '#tech']","['@user2', '@user1']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,6533,4811,531,888,12763,original,nan,"['data analysis', 'blockchain', 'quantum computing']",announcement,2021-09-24 19:41:47.012227
t566,cell-apply,u56,strategy action beat arm agency follow special. claim two relationship notice than. kitchen again fly ok always. medical leave data country either wonder between. before positive personal week travel language. appear positive tend country it. grow trial hour produce.,2023-04-29 20:28:52.500941,nan,"['#datascience', '#tech', '#ai']",[],[],0,0,1194,1867,219,88,3368,quoted,t7168783943,"['data analysis', 'cybersecurity', 'quantum computing']",case study,2020-05-22 18:15:15.641662
t567,low-partner-during,u57,boy old wide process somebody. reveal direction behavior official operation pay. possible huge third ball trip blood theory travel. leader camera heart kid paper truth plan. such peace evening yeah away ever. reach mission forget see line your.,2022-10-08 08:27:04.313487,7564175146.0,"['#datascience', '#machinelearning', '#coding']","['@user5', '@user3']",['http://example.com'],0,0,3233,1070,1332,778,6413,replied_to,t7045636574,['science'],announcement,2019-10-10 02:53:18.722171
t568,room-often-affect,u57,almost participant food positive this. he short church mission. where baby can rule information wide figure. kid they development over. film threat smile international great pull fast themselves.,2023-12-17 11:55:50.158635,3990331088.0,['#machinelearning'],[],"['http://example.com', 'http://example.org']",0,0,5312,1735,840,229,8116,retweeted,t9653702225,"['cybersecurity', 'technology', 'artificial intelligence']",case study,2021-09-06 19:28:23.478204
t569,ago-only-great,u57,summer especially window year. effort remain society analysis building enjoy. message country question may by son. born energy doctor might. prove agree according account meet rich. similar media mind firm learn turn. support father sign fire represent.,2024-02-08 22:20:24.177779,nan,['#coding'],"['@user1', '@user3', '@user5']",['http://example.org'],0,0,6429,3129,1708,0,11266,retweeted,t9593921053,"['cybersecurity', 'data analysis']",interview,2020-08-18 07:12:40.676926
t570,right-good-bag,u57,wind collection himself week customer she reality gun. million very will give mean account. interview food never others glass my various. financial lose again. discuss inside animal vote decade both small. item song white six check.,2022-05-23 00:11:53.989240,nan,['#ai'],"['@user4', '@user3', '@user2']","['http://example.com', 'http://example.net', 'http://example.org']",0,0,9054,704,1095,574,11427,original,nan,"['data analysis', 'science']",event,2024-04-05 19:55:56.112495
