id,title,source,url,summary,slug,entry_type,author,content,author_name,author_image,content_vector,categories,tags,address,location,week_day,published_at,created_at,updated_at
N481,Cannabis Market Analysis: Key Insights and Trends,NACB,https://example.com/cannabis-market-analysis-key-insights-and-trends,Year piece medical brother left able determine which.,cannabis-market-analysis-key-insights-and-trends,Auto,,American understand line turn describe sit goal. Agency not coach sit analysis major fight. For born push financial simply him data.,April Morrison,https://picsum.photos/354/162,"[0.8284104660517415, 0.31885390086040666, 0.5921408326697277, 0.18677113187121153, 0.44528279022670825, 0.7052431853035558, 0.3541686732936359, 0.6724555660897871, 0.960435164617985, 0.7137327444029964, 0.6079964778947694, 0.5604240808888099, 0.24564547918066437, 0.597102754511151, 0.5991748612079181, 0.20444707835720533, 0.4178883243865482, 0.5340920901780523, 0.8542365482824308, 0.5582359684470238, 0.007190487278251112, 0.03960387557283962, 0.7216884832565496, 0.8275458331722472, 0.7918889440770338, 0.8652000350854299, 0.4604603884849182, 0.3602909933346806, 0.2985770747151273, 0.07297385236654208, 0.23177721601456314, 0.2076871656733087, 0.9384882657311828, 0.9670519763688881, 0.6358260717856387, 0.7904436890233425, 0.9564833222231177, 0.9017067072368251, 0.6385836968105756, 0.7493761240881764, 0.14785926975384878, 0.4308237872875086, 0.7964971425980993, 0.06682348042281938, 0.7634388456910611, 0.7587586572470143, 0.09078438513387688, 0.8388608036737771, 0.3105193518177265, 0.8458964604554065, 0.39164420169234593, 0.1564119761672894, 0.22151791997409997, 0.5920472759521965, 0.8059956340184937, 0.0900158787465628, 0.981345469325729, 0.9203016150170156, 0.8645542013646219, 0.2684579903432085, 0.6928644985539827, 0.5691813708122259, 0.9756608819370163, 0.7980333936662859, 0.7310071337819536, 0.2957627392240808, 0.5306018916690282, 0.8826580793476815, 0.9596993490802124, 0.8742311888298467, 0.27704666910611686, 0.8558804396463312, 0.3053292727231339, 0.20714912654852935, 0.1214931876873665, 0.9582646631648707, 0.40150046840869646, 0.3690070252748203, 0.37869236826417585, 0.15329655603339543, 0.9015231000261849, 0.3335469585060612, 0.08000907451817962, 0.3002810436974791, 0.9468122551732647, 0.6751457817872772, 0.36272743804055274, 0.8791423814621553, 0.7984105090894635, 0.7347994416612971, 0.6250827780313007, 0.8471433812754241, 0.9086887057089523, 0.27270992459333543, 0.6363558704291403, 0.6711171800721694, 0.7652621113857203, 0.9964551200071115, 0.8106422899644586, 0.9694079742322277]",Trends,"['Products', 'Cultivation', 'Legislation', 'Market Trends']","-0.78392810, 37.04003390","Kenya, Murang'a",Wednesday,2024-07-28,2022-02-21 20:46:13.367529,2020-02-29 18:16:21.189255
N482,Regulatory Changes in the Cannabis Industry,NACB,https://example.com/regulatory-changes-in-the-cannabis-industry,Management would left realize change nothing media.,regulatory-changes-in-the-cannabis-industry,Manual,,Probably resource several determine look. Event produce western our.,Danielle Rivera,https://dummyimage.com/148x959,"[0.5594740733758559, 0.8633082537635454, 0.5441459592877822, 0.8046817429547332, 0.9957175625185622, 0.9475145840263246, 0.9072461666034635, 0.6892105321279298, 0.2877600787051855, 0.17129818366901717, 0.688808781135362, 0.4067124578746917, 0.9871080620978862, 0.08715394372025509, 0.5754798965103876, 0.6333020959259102, 0.9340872012430108, 0.18064076135901508, 0.13085413106724864, 0.7789007358052384, 0.27250128849114885, 0.31193362212367215, 0.35259838965338175, 0.37048533194943123, 0.32191094002668985, 0.4371252734590849, 0.3064692642586304, 0.34826561645531073, 0.23412496525634263, 0.693036506450604, 0.8581938157382213, 0.3686520417680156, 0.04920742863705607, 0.6865604567931526, 0.2008356754353532, 0.41961146611705613, 0.4624638306584996, 0.3644387227374605, 0.4296826221078418, 0.23298379168473637, 0.6265636138799309, 0.8561975953746142, 0.8657580932138864, 0.6422785923744657, 0.2789579838604014, 0.8172264468490588, 0.15569614745321703, 0.9903772335148008, 0.2915596765036188, 0.8299803032459776, 0.07763540554840953, 0.7588784868280662, 0.22114742826746991, 0.523824811709917, 0.09120784193326237, 0.5166161943251092, 0.7230728268870148, 0.8045149339728935, 0.9137500779105081, 0.7720025194330197, 0.0689286220048606, 0.43995456192605886, 0.055700929241436326, 0.07267210800072388, 0.07565250017724989, 0.5286094548393832, 0.8745519182951879, 0.7513515417543292, 0.42329183285291416, 0.3461377916451278, 0.4525774361825322, 0.7540667713260518, 0.03680287868786569, 0.08929953914792299, 0.0056245496806999196, 0.6643432567618152, 0.5373279756009819, 0.7909879184870181, 0.03615958802738628, 0.13166573676909143, 0.997786876398559, 0.9642249537131624, 0.23307891308434947, 0.6198940014274659, 0.6746679506353208, 0.3817161268602114, 0.019484796786285896, 0.6607451620254174, 0.6811835762507481, 0.5202449892082915, 0.4891962663197523, 0.55064405043306, 0.5617335599086558, 0.7830057313713804, 0.8478130944552102, 0.823006204163267, 0.14595874525568286, 0.23956781171837882, 0.6623108586126334, 0.967320054205314]",Trends,"['Retail', 'Products', 'Technology', 'Health']","13.14895880, 44.85054950","Yemen, Lahij",Thursday,2024-05-17,2023-09-04 01:38:28.987028,2023-01-01 20:21:59.179574
N483,Exploring the Benefits of Cannabis for Health,NACB,https://example.com/exploring-the-benefits-of-cannabis-for-health,Situation name eye eye half natural ok.,exploring-the-benefits-of-cannabis-for-health,Auto,,Might bill money difference spend name. Card year green lead challenge. Future civil past information part.,Jeffrey King,https://placekitten.com/665/512,"[0.10170156057046298, 0.7037665169844398, 0.7065339543312968, 0.18543155497688335, 0.005475630300506906, 0.7468448183854434, 0.10996857554454798, 0.46450686592904655, 0.260520679325, 0.4285237591065256, 0.6447591552167603, 0.6387885421259925, 0.298650965026109, 0.8994018408240282, 0.18529135958701104, 0.4542956696102354, 0.6404663585901617, 0.7948080641436194, 0.7378752250370273, 0.5867249263894145, 0.7698563484641376, 0.9060314628779363, 0.2327588589253563, 0.8304330129470276, 0.7262170440357713, 0.049669044925653494, 0.8477100372906735, 0.670167512517248, 0.06672893924464318, 0.32937034437560075, 0.15882099935430594, 0.4488320730972555, 0.9762555766453888, 0.10345955555219355, 0.5564155635427989, 0.6174647854936385, 0.07425668601841495, 0.36236513087665023, 0.7993866561841076, 0.8992941421199104, 0.0720673260184933, 0.5628045164761017, 0.9578517215734665, 0.3693067349874989, 0.9550307228794866, 0.9174295323333552, 0.13886955938824153, 0.6545516942690127, 0.4640269129881711, 0.6213515663260479, 0.6804328120777207, 0.9265288215109388, 0.39107629094487817, 0.19156407070457304, 0.42111241107768305, 0.053092612175625664, 0.25353422852690466, 0.6133419111603812, 0.11935003607856287, 0.8150162417125193, 0.11628405477701831, 0.5590276736538815, 0.7057419301640482, 0.3189993201314739, 0.6358826468571075, 0.9543235717800658, 0.28129432667484067, 0.46510672258802355, 0.22555594578128302, 0.7831818645195064, 0.8832506609976619, 0.5842303560188713, 0.8159806422281348, 0.709076483798825, 0.3854814627397478, 0.3843320305411819, 0.9004248672773414, 0.7861372642866153, 0.03804642216359522, 0.5505491785091521, 0.6039460663395791, 0.41948327130073937, 0.8176782808602713, 0.5086497455576147, 0.025995087961379282, 0.8596691436680942, 0.5686313212208057, 0.8931542856446832, 0.46190792044635354, 0.010193255989673689, 0.885187629556231, 0.7228223222888956, 0.38908844860228475, 0.9721694383510071, 0.429576593151747, 0.16078401870032677, 0.026252374348180285, 0.04977387482245332, 0.9396625190439519, 0.7584826016737389]",Health,"['Legislation', 'Cultivation', 'Regulations']","6.56567260, 47.76375650","Somalia, Mudug",Sunday,2024-02-02,2021-03-18 06:50:24.251131,2024-07-26 03:21:58.384922
N484,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,How positive specific admit which item.,cannabis-industry-boom-what-you-need-to-know,Auto,,Consider score seek happy late not police. Your everybody speech area financial discover space.,Jessica Spencer,https://picsum.photos/509/557,"[0.658355721046314, 0.4508428381385472, 0.6332520374110144, 0.10160337083711912, 0.46263958324007315, 0.3966249969895438, 0.9107667897577284, 0.061869946416012955, 0.0988359125906163, 0.5406979810044876, 0.2534284638170009, 0.8891609168849646, 0.8355493091896619, 0.16215663180557793, 0.9714913062015162, 0.6053863791682953, 0.6577876649279679, 0.631855869488147, 0.2533196459956447, 0.34896522350210424, 0.21929837615495584, 0.03140446873162106, 0.12153981759033927, 0.5350817247395889, 0.7961509681510865, 0.6695812997260119, 0.8716179133103227, 0.955467784804881, 0.006114023644105293, 0.41604303924703046, 0.7658550538007771, 0.0014172852587376328, 0.17755226551470205, 0.5502275411650958, 0.5691036930767314, 0.007378958418720383, 0.46979100320071, 0.7811453581078791, 0.8790300114085222, 0.033702546706728564, 0.12328703323760803, 0.5524758463986278, 0.4314803452816224, 0.8449584026283201, 0.3240826099174271, 0.9552619069856016, 0.6884410387244537, 0.21272539263727297, 0.8265625691100023, 0.37745858010006883, 0.3094096050374696, 0.007078079172558538, 0.5162589255502874, 0.8857903220198491, 0.8565921104494467, 0.30556213803416965, 0.4926174845825454, 0.28665775642217706, 0.4958434968315921, 0.18799343023481196, 0.4936769637626184, 0.44261260567175986, 0.022206107274708398, 0.8278561447458826, 0.2769615462009971, 0.8660361256584156, 0.5242369728687793, 0.4074694635146784, 0.6218756910401203, 0.06698832461545945, 0.4322861112660865, 0.44808418842089404, 0.9183525702429042, 0.6483743561912076, 0.29779721064734055, 0.56031139792151, 0.0753101959280339, 0.4050813231138446, 0.768988184821302, 0.1981154716686918, 0.04142912659371156, 0.15637831093635524, 0.02174858776222388, 0.11870372983271271, 0.49879879497869917, 0.6305895990235324, 0.8009516482692608, 0.04407302952995196, 0.73340135454886, 0.6808826287496502, 0.39394596542392046, 0.9053201491624668, 0.20276709473912158, 0.8027667447036754, 0.6121163972540512, 0.2832491634299118, 0.22958456667544513, 0.9729118370774786, 0.8085615098351825, 0.21506653878610194]",Regulations,"['Technology', 'Innovation', 'Retail', 'Legislation']","-5.04719790, 20.71224650","Democratic Republic of the Congo, Kasaï",Tuesday,2024-02-15,2024-02-21 08:40:20.423132,2022-05-29 16:24:09.243194
N485,How Cannabis Technology is Shaping the Future,NACB,https://example.com/how-cannabis-technology-is-shaping-the-future,Loss skin provide require seek.,how-cannabis-technology-is-shaping-the-future,Auto,,Local leg TV PM professor. Tv least author this too energy early itself.,Joshua Gonzalez,https://picsum.photos/233/476,"[0.22300489696966774, 0.3204565156699042, 0.31441324041172425, 0.05262615748020982, 0.9228159165337065, 0.20066017214848142, 0.2048767683782995, 0.9368248080027347, 0.8147501977898794, 0.18689133612952302, 0.9131048185133663, 0.7323127342108889, 0.7509039344730997, 0.42333806527638496, 0.7475403547723374, 0.18622829008765385, 0.34806328262164965, 0.491226274774751, 0.8467165602317466, 0.7282316271530062, 0.24068693589633672, 0.366484565124653, 0.22781223810745588, 0.668027446670702, 0.4839405741675987, 0.3551390440672946, 0.7963656475531802, 0.022766219110194386, 0.13982680848503648, 0.2848083240626825, 0.6506112659193114, 0.8243122690057578, 0.30373313980942296, 0.06779256841933634, 0.5579664307686956, 0.0520659232167594, 0.6785523575503705, 0.8442919275556011, 0.47331029403125247, 0.01080636105903876, 0.000892883102736719, 0.13691004212353397, 0.1862592177503365, 0.6557628855672839, 0.6706741802629117, 0.8884120816699679, 0.797057472154392, 0.7957844637398231, 0.04578721747754855, 0.8774920439379233, 0.8591751073967149, 0.42891520877907985, 0.5641132763793079, 0.5891493915028064, 0.042135706698074094, 0.9641094996600151, 0.8851140854535013, 0.41710581734513896, 0.7299850291570594, 0.8324657102147892, 0.7651401122634269, 0.8942294787408773, 0.6907066783594042, 0.19984435658897137, 0.7448773325571201, 0.8835824725323, 0.25125493024378953, 0.8217311529840358, 0.43836634263290586, 0.9745317952258382, 0.7042200728170336, 0.9012730909295218, 0.350852520906192, 0.657337782707175, 0.2964821419718998, 0.1878011440795221, 0.7783675806493616, 0.2375998027971329, 0.27247451688113566, 0.1039552767051537, 0.5122652505158741, 0.09811024693237269, 0.4307702255085507, 0.37276156844632935, 0.043328302043352696, 0.8121403804410668, 0.9106634244463334, 0.5652517131134228, 0.3873874308071711, 0.8523034415789137, 0.4756326795618109, 0.05012341729590397, 0.2733063681324146, 0.5508007773437062, 0.6371508782651462, 0.23224894271204788, 0.9975903453697283, 0.2872686489648234, 0.0477978659416185, 0.5649344385550737]",Cultivation,"['Regulations', 'Technology', 'Market Trends']","54.25000000, -4.50000000",Man (Isle of),Monday,2024-05-15,2022-11-13 11:22:49.143666,2020-09-03 06:14:44.646267
N486,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,Mr perhaps green member far.,cannabis-industry-boom-what-you-need-to-know,Auto,,Back family western establish carry role.,Benjamin Duncan,https://dummyimage.com/893x433,"[0.7989156750997245, 0.2289215754976477, 0.1504136726914318, 0.5941039500008864, 0.4912113244512487, 0.8916807850222134, 0.7745199615463944, 0.7212169837365191, 0.2698426239971732, 0.1523436883232443, 0.01132976356843507, 0.7174283991904827, 0.16487924670721887, 0.8298780454552847, 0.5405485746273461, 0.6841122271698336, 0.5578015545439728, 0.22520707619082603, 0.2885042844163461, 0.24649631233970926, 0.5515709253829092, 0.12077329674549153, 0.34866004107608717, 0.01627934376717355, 0.005714827377555687, 0.9628758552310468, 0.1976369187379714, 0.9114902140483258, 0.6471169314374874, 0.1449276096334461, 0.9601325597093304, 0.3798642324028544, 0.7100897605509192, 0.5876886819197176, 0.7247010117144037, 0.05919299237528752, 0.8257521313469719, 0.4034370904701542, 0.01344219912217004, 0.05857328943984119, 0.08231848654296003, 0.892471173705307, 0.9769810347090149, 0.5542575056931623, 0.05816451516630439, 0.4470358388334946, 0.5994932570896045, 0.9641748264133188, 0.612768356347343, 0.34293062686821874, 0.9823379145977424, 0.8109168470958226, 0.5858808768414104, 0.7460995220365964, 0.21296677339236258, 0.580087482411863, 0.4079270087026762, 0.3807563452881909, 0.24589604087424644, 0.6821445896860773, 0.420093965367913, 0.8442305042651747, 0.03710809006617655, 0.19520447307553002, 0.5724898728099834, 0.6259600401484167, 0.21318860069049506, 0.48114989870999514, 0.3679154032494035, 0.8513933614724535, 0.38048091483418967, 0.7168177007023286, 0.924471849527384, 0.5046129370478848, 0.8661019217873406, 0.656189165488571, 0.6031269310739705, 0.8125852112537516, 0.5826158025142206, 0.3509767559689717, 0.3983686897823113, 0.14111360721910182, 0.35312570021351863, 0.7555687544354318, 0.7235081509309352, 0.9045337600809932, 0.12658182275500185, 0.28666472232533036, 0.16821309233419923, 0.37259016579512316, 0.21286571840791046, 0.11779049424758692, 0.5173931507569447, 0.32539654409438046, 0.8208283997796071, 0.7300841812909526, 0.8559862008272393, 0.5896882163944986, 0.5821030816980651, 0.3759649454054217]",Products,"['Innovation', 'Cannabis', 'Regulations', 'Products', 'Technology']","49.36462930, 14.71912930","Czech Republic, Tábor",Sunday,2024-06-25,2020-07-11 18:32:57.768310,2021-12-25 05:50:23.823081
N487,Top Cannabis Products to Watch This Year,NACB,https://example.com/top-cannabis-products-to-watch-this-year,Environmental kitchen rest culture day everything leader sound.,top-cannabis-products-to-watch-this-year,Auto,,Read war cultural environmental fish different. Skin positive mission.,Heather Blake,https://placekitten.com/219/883,"[0.8558947278234078, 0.9093629027956688, 0.1903445500791553, 0.5996710661911359, 0.3135636666758703, 0.9530052486130742, 0.43316573210858167, 0.7561111368059473, 0.8484705862227303, 0.8872384916678406, 0.032096222862509904, 0.8481362248015177, 0.06785484406930775, 0.990739573086575, 0.12985948125869395, 0.435694686179789, 0.22563580324750043, 0.030440223134709732, 0.6416796217238862, 0.4289751264154791, 0.7291535024846625, 0.4081182174648996, 0.19568693136821047, 0.07591300221397834, 0.38794682975005723, 0.47822660136250317, 0.45112447664905486, 0.11689928058608601, 0.6945254270436589, 0.4051193606555935, 0.876502575967594, 0.6260044182718896, 0.010822421853494801, 0.7333001168539498, 0.10893799035489893, 0.5024550940865933, 0.9790286701151653, 0.018679529168804443, 0.44148308978807005, 0.9177920140586001, 0.22196669356839427, 0.0865739882452421, 0.16805197848468334, 0.1759424290257363, 0.9735787816098574, 0.2186531330844883, 0.07097769959876654, 0.08531488238668139, 0.018656880578600377, 0.7824223562662169, 0.4887064728508905, 0.11049229763564772, 0.5201742098053145, 0.6426637530942991, 0.5427549766206016, 0.6866612743813958, 0.3534424295714602, 0.9008155826941598, 0.40941178778943377, 0.010275840921230128, 0.28625009788015854, 0.8260256842047744, 0.7181343439235831, 0.4851573218559929, 0.2952975907602311, 0.47402063883682677, 0.3927414947910989, 0.7413013138760038, 0.3114477122509779, 0.2931373601767864, 0.31243500611885666, 0.26097416587855826, 0.8050740101357844, 0.8070391576112823, 0.2993348279236786, 0.7989200522952659, 0.3256221272445715, 0.23203207944181958, 0.1097177514436325, 0.11738431367009983, 0.22572764536927759, 0.396971530256622, 0.2605962477948487, 0.6012940815919438, 0.527910238807453, 0.5299246158240994, 0.7182001125027225, 0.6751112402031934, 0.5157632353912169, 0.035011684345308325, 0.6797522578607202, 0.6822458504051152, 0.26450481672593795, 0.6307960818595147, 0.20906467603152123, 0.30380113524696495, 0.6543371878302437, 0.22795432855099274, 0.02996442839557989, 0.7539191584786348]",Health,"['Innovation', 'Cannabis', 'Retail', 'Technology', 'Cultivation']","-27.67281680, 121.62830980","Australia, Western Australia",Tuesday,2024-04-26,2020-02-19 08:48:58.291420,2020-05-05 14:33:06.765462
N488,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,City beyond traditional themselves.,cannabis-industry-boom-what-you-need-to-know,Auto,,Question recent group majority. Life eight lay bar commercial memory.,Justin Spencer,https://placekitten.com/326/647,"[0.2832934046734201, 0.17837920680122987, 0.8229158759894913, 0.4873667163780291, 0.09674257979698786, 0.1769832734576653, 0.5659695381338926, 0.24587092821707313, 0.2721280522732924, 0.2682047344152704, 0.8535755410496367, 0.6121317691392979, 0.20817753921920767, 0.5141744865575593, 0.9836330541564937, 0.5817477607244042, 0.7333986975100008, 0.6918537149641734, 0.7216109075811952, 0.5140507173079961, 0.9382161981704071, 0.29958889862058624, 0.9884196017428447, 0.05507239513822193, 0.9953090775806709, 0.7329300209819505, 0.6934297628646479, 0.5180670321268555, 0.0541631286146631, 0.11204202319710554, 0.8135279273554312, 0.9834428569105322, 0.9324083184853794, 0.5177305759402154, 0.16425841038530553, 0.7673298542514699, 0.4805447048571916, 0.5804532105961773, 0.01210943702135614, 0.5362259955709225, 0.5601089810368016, 0.6926960587168649, 0.3205687470053521, 0.5380124697078379, 0.4554572850332561, 0.13629318011502134, 0.534338134147966, 0.06500886713521847, 0.9673231433060143, 0.43113262790011997, 0.3533462151661345, 0.1002123905717075, 0.5311756497019364, 0.0976631690029569, 0.3611841193223586, 0.9491128484334869, 0.7673878091221857, 0.33974552622182796, 0.3066255647028965, 0.9135799240674454, 0.9192769185555827, 0.3228962661640481, 0.7081288396948638, 0.6813535595463733, 0.4081272233076093, 0.9804117239666712, 0.29083997770266967, 0.8940040699050625, 0.9668019530694179, 0.9348738994331476, 0.12212609787994966, 0.7031452625514832, 0.8923235606202418, 0.5154355403654858, 0.5229821499590177, 0.439761941693691, 0.2584537471055569, 0.8015414685807467, 0.6854298590054423, 0.2036612954336291, 0.14959957616406305, 0.6599017938323366, 0.8389946896926547, 0.43902368137353553, 0.969614411887962, 0.2800527182810134, 0.5389560250342929, 0.0979700499841396, 0.49986240305962726, 0.2081122868403209, 0.8563935844721897, 0.3105824327929475, 0.5575270589879107, 0.9304701494203428, 0.5040554330862417, 0.14440789535140786, 0.9484030529337668, 0.12583690410080617, 0.13776083684049834, 0.7444422838105995]",Retail,"['Health', 'Regulations', 'Innovation', 'Legislation']","60.11666700, 19.90000000",Aland Islands,Monday,2024-06-20,2022-08-21 00:51:44.573280,2022-07-20 02:28:47.871512
N489,Top Cannabis Products to Watch This Year,NACB,https://example.com/top-cannabis-products-to-watch-this-year,Interest manager first leave effect.,top-cannabis-products-to-watch-this-year,Manual,,War operation international learn professional meeting office. Main about yeah letter space.,Amber Palmer,https://placekitten.com/203/957,"[0.6594977301188748, 0.33261834924389744, 0.7770227015968435, 0.8850827412951369, 0.8157871352511737, 0.9821811904173299, 0.7544346595580542, 0.14971906026820092, 0.8137374940207263, 0.32190668264911737, 0.23670700430427194, 0.507905669578231, 0.8698794127456216, 0.11434031878225004, 0.5757250834108611, 0.49642742511067295, 0.05770218494079615, 0.3695357709178394, 0.20361636492953006, 0.7848195318026118, 0.3475372217021132, 0.6683644129824162, 0.6370693322166977, 0.32918058182913723, 0.8058661558696041, 0.6551548890323982, 0.6737956386236924, 0.07320364836463344, 0.36277872796918365, 0.9544667379231463, 0.45340744902754027, 0.3215798037022456, 0.7710655439827714, 0.04120259617733468, 0.7896830803749014, 0.5535233135636921, 0.192340622529668, 0.28884147632542045, 0.6370144088351963, 0.5595404827691937, 0.6968880805006383, 0.8611204673772025, 0.8552488106956532, 0.642959118010654, 0.298102965629667, 0.48600404956156174, 0.21043985813431854, 0.4015737462207072, 0.8694466296433416, 0.09937384594868182, 0.8464114843070916, 0.179980361706926, 0.27722341438981635, 0.3029233042180298, 0.4709076456366431, 0.5242237147972266, 0.6438582738476608, 0.9147184673116682, 0.6732996072025829, 0.805147656124653, 0.6018570860605114, 0.47970724985620705, 0.06902417226037616, 0.9946073400899531, 0.11301792063360983, 0.4930742032512817, 0.5008870633659895, 0.11469933435609303, 0.7004871242009756, 0.9335898312682954, 0.4442945393868871, 0.7160116285675104, 0.8683592358312302, 0.3063981573354778, 0.1481105289897543, 0.0012068231870980828, 0.008579744667643774, 0.5716416177572227, 0.4564027364129296, 0.10737357273812786, 0.10572471792609917, 0.9466923046749769, 0.7407309071729997, 0.12389268918824381, 0.003813739794561677, 0.3639514246254735, 0.07230944772431436, 0.6136670917878234, 0.4783798879598026, 0.7636647495761139, 0.5738927906569631, 0.5667168691116773, 0.9982695418008212, 0.22566320277859597, 0.145183301489889, 0.11848985651211907, 0.831877974393945, 0.6818400199396555, 0.02942524131664015, 0.8498611338382348]",Health,"['Cultivation', 'Legislation', 'Regulations']","47.26439420, 29.15503480","Moldova, Dubăsari District",Tuesday,2024-06-19,2022-02-22 00:29:43.021843,2022-02-06 09:33:25.054587
N490,Cannabis Retail Strategies for Increased Sales,NACB,https://example.com/cannabis-retail-strategies-for-increased-sales,Threat full effect actually lose test experience.,cannabis-retail-strategies-for-increased-sales,Auto,,Source however yourself certain. Deep become decide across free push word while.,Alicia Morgan,https://placekitten.com/529/1010,"[0.07228711169747992, 0.36005291652020033, 0.6772017230987024, 0.9477484766941403, 0.7709837702630222, 0.7714931406715441, 0.5206516809033169, 0.1846332527233232, 0.993627889374865, 0.8450422721228289, 0.4638957165612836, 0.7134178018553707, 0.4062686435214604, 0.04797876071642415, 0.26986153394851375, 0.043959953501280236, 0.6847072180484334, 0.36903829116118636, 0.648854359837679, 0.3587439976991772, 0.5767451523002133, 0.645436069364229, 0.6358786494791464, 0.39545448120808613, 0.05680976635315027, 0.20337201727132992, 0.8673588585323859, 0.17778772803146026, 0.8871988399640394, 0.7935068305336174, 0.9912752275975685, 0.7560469455831753, 0.9114343556207628, 0.7274179205513993, 0.09986683519586881, 0.6418387239147973, 0.018290027853353874, 0.6308920409487032, 0.8390290429712349, 0.3958248422239923, 0.6302202799684807, 0.37302696970763605, 0.16167564196258, 0.05120533483749434, 0.5441780644541702, 0.4739644179498238, 0.32613271279910183, 0.9961875077667189, 0.7607711576332379, 0.40396115277858236, 0.07341407469203787, 0.40343891139083676, 0.5900646732122233, 0.06970056518866474, 0.7301733895233329, 0.19915640780389599, 0.6582058795879335, 0.01059777297458786, 0.7320024707502868, 0.48300261788014576, 0.962673896169011, 0.47117297883077236, 0.475855265447257, 0.36783897175406166, 0.8804433522341425, 0.8251936760581704, 0.6637841896719917, 0.5460090399510455, 0.3724011304035044, 0.4405680993766773, 0.843295867090275, 0.4681696330596429, 0.06324234257585548, 0.9143996561641639, 0.4541397451166579, 0.07595251626062194, 0.1486537284170979, 0.47395599912648556, 0.5292049160910746, 0.1152750234423715, 0.8268416504786122, 0.3628679288631572, 0.24768939989318817, 0.34468575485390884, 0.6873375555269654, 0.7541715584242669, 0.2900357287841734, 0.1165060044441133, 0.7404420638588461, 0.5593847092709352, 0.8029474010772097, 0.43656053747049817, 0.5795775759830192, 0.5431845919037953, 0.9389626619193238, 0.48345878884563664, 0.6303349302845838, 0.9652036752004864, 0.5732178989054766, 0.9850907062092026]",Health,['Regulations'],"-12.52682210, 15.59433880","Angola, Huambo Province",Monday,2024-03-11,2020-08-28 04:21:38.542188,2022-03-27 10:58:35.092089
N491,Cannabis Market Analysis: Key Insights and Trends,NACB,https://example.com/cannabis-market-analysis-key-insights-and-trends,That American agreement into beautiful.,cannabis-market-analysis-key-insights-and-trends,Manual,,Treatment election whether natural organization visit our of. Finally assume feel the travel win. Happen technology with lead glass.,Ashley Sanchez,https://dummyimage.com/597x277,"[0.84113175424357, 0.32018568951095516, 0.7297280646598063, 0.007531852086089419, 0.9615889044716093, 0.08725756403950768, 0.8990836076808834, 0.6067498612012533, 0.4440390707991171, 0.7866688987494848, 0.22456447552174064, 0.6636403007610742, 0.8974695854013233, 0.12533289256955804, 0.3823841352746793, 0.20823714896972512, 0.06499294395295374, 0.7983371111251801, 0.6031948321830518, 0.8213342853499305, 0.6492816131215097, 0.9777123085578213, 0.6331911267247945, 0.7688446074609755, 0.13601593703571324, 0.5502752498078695, 0.36180845010544715, 0.6710199056676825, 0.2302307196421498, 0.13877654706368725, 0.6796849697917107, 0.21742902443645884, 0.4735332846487268, 0.3467793979592012, 0.5514146215086815, 0.8065276215729459, 0.8720557014752736, 0.4149765451196781, 0.18185163949642702, 0.6306218128129527, 0.05854203505317179, 0.7202007635493355, 0.3846716026255709, 0.13834385894111023, 0.83392453941162, 0.626673015016621, 0.022275710277333438, 0.37098070650201553, 0.7930853945680364, 0.25283779095707193, 0.9737468385522002, 0.416007347380393, 0.31896033837361737, 0.6272779024791371, 0.8337725801166033, 0.07755401120084293, 0.9514492361538981, 0.31326744180452504, 0.22250598422768753, 0.911704979459153, 0.3199390127476257, 0.679295350482739, 0.9716554263113898, 0.8574837366974504, 0.5221288180570475, 0.18044063948428135, 0.3666195380167413, 0.7735428938049371, 0.6811133282576884, 0.13637516613506995, 0.9198893913035807, 0.2829564325651158, 0.8724831445732659, 0.06923050747627979, 0.5938320526763273, 0.016479735057597922, 0.32176052470671457, 0.24220252734073144, 0.258136516784065, 0.6356641628712804, 0.9585641277988818, 0.9113981058371924, 0.8890868162773999, 0.25315594707489764, 0.8189929571788254, 0.28569955304818473, 0.9123230002681061, 0.5370294827927343, 0.15939596232341102, 0.48802644749134194, 0.9441396855813383, 0.2252833517391084, 0.5126928440754354, 0.9988590794977228, 0.5585438030695818, 0.3646225127162216, 0.7009789098176299, 0.7514153482261885, 0.1416866878058567, 0.7690600812731271]",Legislation,"['Products', 'Regulations', 'Legislation', 'Cannabis']","-8.89880630, 148.18929210","Papua New Guinea, Oro Province",Wednesday,2024-05-13,2023-03-23 04:14:49.535459,2022-10-22 17:14:25.419415
